manufacturer_slug,name,year_released,year_discontinued,category,target_use,is_current,cell_count,line_material,riser_config,manufacturer_url,description,size_label,flat_area_m2,flat_span_m,flat_aspect_ratio,proj_area_m2,proj_span_m,proj_aspect_ratio,wing_weight_kg,ptv_min_kg,ptv_max_kg,speed_trim_kmh,speed_max_kmh,glide_ratio_best,min_sink_ms,cert_standard,cert_classification,cert_test_lab,cert_test_date,cert_report_url
ozone,Zeno 2,2022,,paraglider,competition,true,78,Dominico 30D / Porcher 7000 E71,2-liner (A/B),https://flyozone.com/paragliders/products/gliders/zeno-2,"EN-D XC 2-liner. 78 cells, AR 7.2. Fastest EN-D at release. 4 sizes S–L.",ML,24.1,13.2,7.2,20.3,10.4,5.32,5.22,95,110,,,,,EN,D,,,
ozone,Zeno 2,2022,,paraglider,competition,true,78,Dominico 30D / Porcher 7000 E71,2-liner (A/B),https://flyozone.com/paragliders/products/gliders/zeno-2,"EN-D XC 2-liner. 78 cells, AR 7.2. Fastest EN-D at release. 4 sizes S–L.",L,26.5,13.8,7.2,21.8,10.9,5.45,5.54,105,125,,,,,EN,D,,,
ozone,Enzo 3,2019,,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71,2-liner (A/B competition),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful CCC competition paraglider. 76 cells. 6 sizes XXS–XL, 80–130 kg.",XXS,19.1,11.56,7.0,16.0,9.08,5.15,5.13,80,95,,,,,EN 926-7,CCC,,,
ozone,Enzo 3,2019,,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71,2-liner (A/B competition),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful CCC competition paraglider. 76 cells. 6 sizes XXS–XL, 80–130 kg.",XS,20.6,12.01,7.0,17.2,9.41,5.15,5.45,85,100,,,,,EN 926-7,CCC,,,
ozone,Enzo 3,2019,,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71,2-liner (A/B competition),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful CCC competition paraglider. 76 cells. 6 sizes XXS–XL, 80–130 kg.",S,22.2,12.47,7.0,18.5,9.76,5.15,5.7,90,107,,,,,EN 926-7,CCC,,,
ozone,Enzo 3,2019,,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71,2-liner (A/B competition),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful CCC competition paraglider. 76 cells. 6 sizes XXS–XL, 80–130 kg.",M,23.8,12.91,7.0,19.9,10.12,5.15,5.97,95,113,,,,,EN 926-7,CCC,,,
ozone,Enzo 3,2019,,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71,2-liner (A/B competition),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful CCC competition paraglider. 76 cells. 6 sizes XXS–XL, 80–130 kg.",L,25.5,13.36,7.0,21.3,10.47,5.15,6.17,100,120,,,,,EN 926-7,CCC,,,
ozone,Enzo 3,2019,,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71,2-liner (A/B competition),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful CCC competition paraglider. 76 cells. 6 sizes XXS–XL, 80–130 kg.",XL,26.7,13.67,7.0,22.3,10.72,5.15,6.4,110,130,,,,,EN 926-7,CCC,,,
ozone,Ultralite 5,2023,,paraglider,hike_and_fly,true,34,Full Dominico 10D (lightest-possible),"2-liner (Dyneema, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m². 7 sizes 13–25 m², from 1.42 kg.",13,12.9,7.7,4.6,11.4,6.3,3.48,1.42,30,50,,,,,EN,,,,
ozone,Ultralite 5,2023,,paraglider,hike_and_fly,true,34,Full Dominico 10D (lightest-possible),"2-liner (Dyneema, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m². 7 sizes 13–25 m², from 1.42 kg.",15,14.9,8.2,4.52,13.1,6.7,3.43,1.59,30,60,,,,,EN,A,,,
ozone,Ultralite 5,2023,,paraglider,hike_and_fly,true,34,Full Dominico 10D (lightest-possible),"2-liner (Dyneema, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m². 7 sizes 13–25 m², from 1.42 kg.",17,16.9,8.8,4.59,14.7,7.1,3.43,1.76,40,75,,,,,EN,A,,,
ozone,Ultralite 5,2023,,paraglider,hike_and_fly,true,34,Full Dominico 10D (lightest-possible),"2-liner (Dyneema, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m². 7 sizes 13–25 m², from 1.42 kg.",19,18.9,9.3,4.59,16.5,7.5,3.41,1.97,55,90,,,,,EN,A,,,
ozone,Ultralite 5,2023,,paraglider,hike_and_fly,true,34,Full Dominico 10D (lightest-possible),"2-liner (Dyneema, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m². 7 sizes 13–25 m², from 1.42 kg.",21,20.8,9.7,4.52,18.1,7.9,3.45,2.17,65,100,,,,,EN,A,,,
ozone,Ultralite 5,2023,,paraglider,hike_and_fly,true,34,Full Dominico 10D (lightest-possible),"2-liner (Dyneema, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m². 7 sizes 13–25 m², from 1.42 kg.",23,22.8,10.2,4.57,19.9,8.3,3.46,2.4,80,115,,,,,EN,A,,,
ozone,Ultralite 5,2023,,paraglider,hike_and_fly,true,34,Full Dominico 10D (lightest-possible),"2-liner (Dyneema, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m². 7 sizes 13–25 m², from 1.42 kg.",25,25.1,10.8,4.64,21.9,8.7,3.46,2.65,95,130,,,,,EN,A,,,
ozone,Session,2022,,paraglider,freestyle,true,,Porcher Skytex 40 hard (reinforced),3-liner (acro),https://flyozone.com/paragliders/products/gliders/session,Dedicated freestyle/acro paraglider. No EN certification.,XXS,16.0,8.29,4.3,13.4,6.34,3.0,3.8,55,75,,,,,EN,,,,
ozone,Session,2022,,paraglider,freestyle,true,,Porcher Skytex 40 hard (reinforced),3-liner (acro),https://flyozone.com/paragliders/products/gliders/session,Dedicated freestyle/acro paraglider. No EN certification.,XS,18.0,8.8,4.3,15.0,6.71,3.0,4.1,65,90,,,,,EN,,,,
ozone,Session,2022,,paraglider,freestyle,true,,Porcher Skytex 40 hard (reinforced),3-liner (acro),https://flyozone.com/paragliders/products/gliders/session,Dedicated freestyle/acro paraglider. No EN certification.,SM,20.0,9.27,4.3,16.7,7.08,3.0,4.4,75,100,,,,,EN,,,,
ozone,Magnum 4,2022,,paraglider,tandem,true,52,Dominico 30D / Porcher 9017,3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/magnum-4,Standard tandem EN-B. 3 sizes 36/40/44.,36,36.0,13.55,5.1,30.5,10.62,3.7,7.4,100,180,,,,,EN,B,,,
ozone,Magnum 4,2022,,paraglider,tandem,true,52,Dominico 30D / Porcher 9017,3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/magnum-4,Standard tandem EN-B. 3 sizes 36/40/44.,40,40.0,14.28,5.1,33.9,11.2,3.7,7.9,120,220,,,,,EN,B,,,
ozone,Magnum 4,2022,,paraglider,tandem,true,52,Dominico 30D / Porcher 9017,3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/magnum-4,Standard tandem EN-B. 3 sizes 36/40/44.,44,44.0,14.98,5.1,37.3,11.75,3.7,8.5,140,265,,,,,EN,B,,,
ozone,Swiftmax 2,2022,,paraglider,tandem,true,52,Dominico N20D (light),3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/swiftmax-2,Lightweight tandem EN-B. 2 sizes 36/40. ~1.5 kg lighter than Magnum 4.,36,36.0,13.55,5.1,30.5,10.62,3.7,5.9,100,180,,,,,EN,B,,,
ozone,Swiftmax 2,2022,,paraglider,tandem,true,52,Dominico N20D (light),3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/swiftmax-2,Lightweight tandem EN-B. 2 sizes 36/40. ~1.5 kg lighter than Magnum 4.,40,40.0,14.28,5.1,33.9,11.2,3.7,6.4,120,220,,,,,EN,B,,,
ozone,Wisp 2,2023,,paraglider,tandem,true,48,Dominico 30D / Porcher (standard),3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/wisp-2,School and commercial tandem EN-B. 3 sizes.,36,36.5,13.37,4.9,30.8,10.38,3.5,7.2,100,180,,,,,EN,B,,,
ozone,Wisp 2,2023,,paraglider,tandem,true,48,Dominico 30D / Porcher (standard),3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/wisp-2,School and commercial tandem EN-B. 3 sizes.,40,40.5,14.09,4.9,34.2,10.94,3.5,7.7,120,220,,,,,EN,B,,,
ozone,Wisp 2,2023,,paraglider,tandem,true,48,Dominico 30D / Porcher (standard),3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/wisp-2,School and commercial tandem EN-B. 3 sizes.,44,44.5,14.77,4.9,37.6,11.47,3.5,8.3,140,265,,,,,EN,B,,,
ozone,Roadrunner,2021,,paraglider,ground_handling,true,30,Dominico 30D,2-riser (A/B),https://flyozone.com/paragliders/products/gliders/roadrunner,Ground handling kite. Not for free flight. 3 sizes.,S,8.0,5.51,3.8,6.8,4.52,3.0,0.65,55,80,,,,,EN,,,,
ozone,Roadrunner,2021,,paraglider,ground_handling,true,30,Dominico 30D,2-riser (A/B),https://flyozone.com/paragliders/products/gliders/roadrunner,Ground handling kite. Not for free flight. 3 sizes.,M,10.0,6.16,3.8,8.5,5.05,3.0,0.8,75,100,,,,,EN,,,,
ozone,Roadrunner,2021,,paraglider,ground_handling,true,30,Dominico 30D,2-riser (A/B),https://flyozone.com/paragliders/products/gliders/roadrunner,Ground handling kite. Not for free flight. 3 sizes.,L,12.0,6.75,3.8,10.2,5.53,3.0,0.95,90,130,,,,,EN,,,,
ozone,Alpina,2012,2014,paraglider,xc,false,66,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/alpina,Original lightweight EN-C based on Delta 1. 4 sizes S–L.,S,20.5,10.72,5.6,17.4,8.45,4.1,3.8,60,80,,,,,EN,C,,,
ozone,Alpina,2012,2014,paraglider,xc,false,66,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/alpina,Original lightweight EN-C based on Delta 1. 4 sizes S–L.,M,22.6,11.26,5.6,19.2,8.88,4.1,4.51,70,90,,,,,EN,C,,,
ozone,Alpina,2012,2014,paraglider,xc,false,66,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/alpina,Original lightweight EN-C based on Delta 1. 4 sizes S–L.,ML,24.7,11.76,5.6,21.0,9.29,4.12,4.9,80,100,,,,,EN,C,,,
ozone,Alpina,2012,2014,paraglider,xc,false,66,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/alpina,Original lightweight EN-C based on Delta 1. 4 sizes S–L.,L,26.9,12.28,5.6,22.8,9.69,4.12,5.3,90,115,,,,,EN,C,,,
ozone,Alpina 2,2014,2017,paraglider,xc,false,62,Porcher Skytex 36g / 27g classic,3-liner (C-riser control),https://flyozone.com/paragliders/products/gliders/alpina-2,"EN-C based on Delta 2. 62 cells, AR 6.0. 800 g lighter than D2. 5 sizes XS–L.",XS,19.8,10.9,6.0,16.8,8.57,4.37,3.5,55,75,,,,,EN,C,,,
ozone,Alpina 2,2014,2017,paraglider,xc,false,62,Porcher Skytex 36g / 27g classic,3-liner (C-riser control),https://flyozone.com/paragliders/products/gliders/alpina-2,"EN-C based on Delta 2. 62 cells, AR 6.0. 800 g lighter than D2. 5 sizes XS–L.",S,22.2,11.55,6.0,18.8,9.07,4.37,3.85,65,85,,,,,EN,C,,,
ozone,Alpina 2,2014,2017,paraglider,xc,false,62,Porcher Skytex 36g / 27g classic,3-liner (C-riser control),https://flyozone.com/paragliders/products/gliders/alpina-2,"EN-C based on Delta 2. 62 cells, AR 6.0. 800 g lighter than D2. 5 sizes XS–L.",MS,23.7,11.93,6.0,20.1,9.37,4.36,4.1,75,95,,,,,EN,C,,,
ozone,Alpina 2,2014,2017,paraglider,xc,false,62,Porcher Skytex 36g / 27g classic,3-liner (C-riser control),https://flyozone.com/paragliders/products/gliders/alpina-2,"EN-C based on Delta 2. 62 cells, AR 6.0. 800 g lighter than D2. 5 sizes XS–L.",ML,25.3,12.33,6.0,21.4,9.68,4.37,4.35,85,105,,,,,EN,C,,,
ozone,Alpina 2,2014,2017,paraglider,xc,false,62,Porcher Skytex 36g / 27g classic,3-liner (C-riser control),https://flyozone.com/paragliders/products/gliders/alpina-2,"EN-C based on Delta 2. 62 cells, AR 6.0. 800 g lighter than D2. 5 sizes XS–L.",L,27.0,12.73,6.0,22.9,10.0,4.37,4.65,95,115,,,,,EN,C,,,
ozone,Alpina 3,2017,2020,paraglider,xc,false,66,Porcher Skytex 36g / 27g classic,3-liner (C-riser control),https://flyozone.com/paragliders/products/gliders/alpina-3,"EN-C based on Delta 3. 66 cells, AR 6.0. ~1 kg lighter than D3. 5 sizes XS–L.",XS,19.4,10.79,6.0,16.4,8.5,4.4,3.6,55,75,,,,,EN,C,,,
ozone,Alpina 3,2017,2020,paraglider,xc,false,66,Porcher Skytex 36g / 27g classic,3-liner (C-riser control),https://flyozone.com/paragliders/products/gliders/alpina-3,"EN-C based on Delta 3. 66 cells, AR 6.0. ~1 kg lighter than D3. 5 sizes XS–L.",S,21.7,11.41,6.0,18.4,9.01,4.41,3.95,65,85,,,,,EN,C,,,
ozone,Alpina 3,2017,2020,paraglider,xc,false,66,Porcher Skytex 36g / 27g classic,3-liner (C-riser control),https://flyozone.com/paragliders/products/gliders/alpina-3,"EN-C based on Delta 3. 66 cells, AR 6.0. ~1 kg lighter than D3. 5 sizes XS–L.",MS,23.1,11.77,6.0,19.6,9.3,4.42,4.2,75,95,,,,,EN,C,,,
ozone,Alpina 3,2017,2020,paraglider,xc,false,66,Porcher Skytex 36g / 27g classic,3-liner (C-riser control),https://flyozone.com/paragliders/products/gliders/alpina-3,"EN-C based on Delta 3. 66 cells, AR 6.0. ~1 kg lighter than D3. 5 sizes XS–L.",ML,24.4,12.1,6.0,20.7,9.57,4.42,4.5,85,105,,,,,EN,C,,,
ozone,Alpina 3,2017,2020,paraglider,xc,false,66,Porcher Skytex 36g / 27g classic,3-liner (C-riser control),https://flyozone.com/paragliders/products/gliders/alpina-3,"EN-C based on Delta 3. 66 cells, AR 6.0. ~1 kg lighter than D3. 5 sizes XS–L.",L,25.8,12.45,6.0,21.9,9.84,4.42,4.8,95,115,,,,,EN,C,,,
ozone,Alpina 4,2020,2025,paraglider,xc,false,66,Dominico N20D / Porcher 7000 E71 (light),3-liner 2.5 (ACR),https://flyozone.com/paragliders/products/gliders/alpina-4,"Lightweight EN-C. 66 cells, AR 6.05. ~1 kg lighter than D4. 5 sizes XS–L.",XS,19.3,10.81,6.05,16.4,8.52,4.43,3.5,55,70,,,,,EN,C,,,
ozone,Alpina 4,2020,2025,paraglider,xc,false,66,Dominico N20D / Porcher 7000 E71 (light),3-liner 2.5 (ACR),https://flyozone.com/paragliders/products/gliders/alpina-4,"Lightweight EN-C. 66 cells, AR 6.05. ~1 kg lighter than D4. 5 sizes XS–L.",S,21.7,11.46,6.05,18.4,9.04,4.44,3.8,65,85,,,,,EN,C,,,
ozone,Alpina 4,2020,2025,paraglider,xc,false,66,Dominico N20D / Porcher 7000 E71 (light),3-liner 2.5 (ACR),https://flyozone.com/paragliders/products/gliders/alpina-4,"Lightweight EN-C. 66 cells, AR 6.05. ~1 kg lighter than D4. 5 sizes XS–L.",MS,23.1,11.83,6.05,19.6,9.33,4.44,3.9,75,95,,,,,EN,C,,,
ozone,Alpina 4,2020,2025,paraglider,xc,false,66,Dominico N20D / Porcher 7000 E71 (light),3-liner 2.5 (ACR),https://flyozone.com/paragliders/products/gliders/alpina-4,"Lightweight EN-C. 66 cells, AR 6.05. ~1 kg lighter than D4. 5 sizes XS–L.",ML,24.4,12.16,6.05,20.7,9.59,4.44,4.1,85,105,,,,,EN,C,,,
ozone,Alpina 4,2020,2025,paraglider,xc,false,66,Dominico N20D / Porcher 7000 E71 (light),3-liner 2.5 (ACR),https://flyozone.com/paragliders/products/gliders/alpina-4,"Lightweight EN-C. 66 cells, AR 6.05. ~1 kg lighter than D4. 5 sizes XS–L.",L,25.7,12.47,6.05,21.8,9.84,4.44,4.3,95,115,,,,,EN,C,,,
ozone,Delta,2010,2013,paraglider,xc,false,66,Porcher Skytex 40 9017 / Porcher 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/delta,"Original Delta. 66 cells, AR 5.6. Revolutionised the sport-class with Sharknose. 5 sizes XS–L. EN-C.",XS,20.5,10.72,5.6,17.4,8.45,4.1,4.75,55,75,,,,,EN,C,,,
ozone,Delta,2010,2013,paraglider,xc,false,66,Porcher Skytex 40 9017 / Porcher 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/delta,"Original Delta. 66 cells, AR 5.6. Revolutionised the sport-class with Sharknose. 5 sizes XS–L. EN-C.",S,22.6,11.26,5.6,19.2,8.88,4.1,5.1,65,85,,,,,EN,C,,,
ozone,Delta,2010,2013,paraglider,xc,false,66,Porcher Skytex 40 9017 / Porcher 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/delta,"Original Delta. 66 cells, AR 5.6. Revolutionised the sport-class with Sharknose. 5 sizes XS–L. EN-C.",MS,24.5,11.71,5.6,20.8,9.2,4.07,5.4,75,95,,,,,EN,C,,,
ozone,Delta,2010,2013,paraglider,xc,false,66,Porcher Skytex 40 9017 / Porcher 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/delta,"Original Delta. 66 cells, AR 5.6. Revolutionised the sport-class with Sharknose. 5 sizes XS–L. EN-C.",ML,26.5,12.19,5.6,22.5,9.57,4.07,5.75,85,105,,,,,EN,C,,,
ozone,Delta,2010,2013,paraglider,xc,false,66,Porcher Skytex 40 9017 / Porcher 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/delta,"Original Delta. 66 cells, AR 5.6. Revolutionised the sport-class with Sharknose. 5 sizes XS–L. EN-C.",L,29.0,12.75,5.6,24.6,10.0,4.07,6.1,95,115,,,,,EN,C,,,
ozone,Delta 2,2013,2017,paraglider,xc,false,62,Porcher Skytex 40 9017 / Porcher 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/delta-2,"AR 6.0 vs Delta 1. 62 cells, Sharknose. Best-selling EN-C of its era. 5 sizes XS–L.",XS,19.8,10.9,6.0,16.8,8.57,4.37,4.55,55,75,,,,,EN,C,,,
ozone,Delta 2,2013,2017,paraglider,xc,false,62,Porcher Skytex 40 9017 / Porcher 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/delta-2,"AR 6.0 vs Delta 1. 62 cells, Sharknose. Best-selling EN-C of its era. 5 sizes XS–L.",S,22.2,11.55,6.0,18.8,9.07,4.37,4.95,65,85,,,,,EN,C,,,
ozone,Delta 2,2013,2017,paraglider,xc,false,62,Porcher Skytex 40 9017 / Porcher 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/delta-2,"AR 6.0 vs Delta 1. 62 cells, Sharknose. Best-selling EN-C of its era. 5 sizes XS–L.",MS,23.7,11.93,6.0,20.1,9.37,4.36,5.15,75,95,,,,,EN,C,,,
ozone,Delta 2,2013,2017,paraglider,xc,false,62,Porcher Skytex 40 9017 / Porcher 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/delta-2,"AR 6.0 vs Delta 1. 62 cells, Sharknose. Best-selling EN-C of its era. 5 sizes XS–L.",ML,25.3,12.33,6.0,21.4,9.68,4.37,5.4,85,105,,,,,EN,C,,,
ozone,Delta 2,2013,2017,paraglider,xc,false,62,Porcher Skytex 40 9017 / Porcher 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/delta-2,"AR 6.0 vs Delta 1. 62 cells, Sharknose. Best-selling EN-C of its era. 5 sizes XS–L.",L,27.0,12.73,6.0,22.9,10.0,4.37,5.7,95,115,,,,,EN,C,,,
ozone,Delta 3,2017,2020,paraglider,xc,false,66,Porcher Skytex 40 / Dominico 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/delta-3,"EN-C. 66 cells, AR 6.0. Double 3D shaping, 4% less line drag. 6 sizes XS–XL.",XS,19.4,10.79,6.0,16.4,8.5,4.4,5.1,55,75,,,,,EN,C,,,
ozone,Delta 3,2017,2020,paraglider,xc,false,66,Porcher Skytex 40 / Dominico 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/delta-3,"EN-C. 66 cells, AR 6.0. Double 3D shaping, 4% less line drag. 6 sizes XS–XL.",S,21.7,11.41,6.0,18.4,9.01,4.41,5.45,65,85,,,,,EN,C,,,
ozone,Delta 3,2017,2020,paraglider,xc,false,66,Porcher Skytex 40 / Dominico 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/delta-3,"EN-C. 66 cells, AR 6.0. Double 3D shaping, 4% less line drag. 6 sizes XS–XL.",MS,23.1,11.77,6.0,19.6,9.3,4.42,5.7,75,95,,,,,EN,C,,,
ozone,Delta 3,2017,2020,paraglider,xc,false,66,Porcher Skytex 40 / Dominico 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/delta-3,"EN-C. 66 cells, AR 6.0. Double 3D shaping, 4% less line drag. 6 sizes XS–XL.",ML,24.4,12.1,6.0,20.7,9.57,4.42,5.85,85,105,,,,,EN,C,,,
ozone,Delta 3,2017,2020,paraglider,xc,false,66,Porcher Skytex 40 / Dominico 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/delta-3,"EN-C. 66 cells, AR 6.0. Double 3D shaping, 4% less line drag. 6 sizes XS–XL.",L,25.8,12.45,6.0,21.9,9.84,4.42,6.1,95,115,,,,,EN,C,,,
ozone,Delta 3,2017,2020,paraglider,xc,false,66,Porcher Skytex 40 / Dominico 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/delta-3,"EN-C. 66 cells, AR 6.0. Double 3D shaping, 4% less line drag. 6 sizes XS–XL.",XL,27.6,12.88,6.0,23.4,10.18,4.43,6.4,110,130,,,,,EN,C,,,
ozone,Delta 4,2020,2025,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner. 66 cells, AR 6.05. First Delta with 2-liner/ACR. 6 sizes XS–XL.",XS,19.3,10.81,6.05,16.4,8.52,4.43,4.5,55,70,,,,,EN,C,,,
ozone,Delta 4,2020,2025,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner. 66 cells, AR 6.05. First Delta with 2-liner/ACR. 6 sizes XS–XL.",S,21.7,11.46,6.05,18.4,9.04,4.44,4.8,65,85,,,,,EN,C,,,
ozone,Delta 4,2020,2025,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner. 66 cells, AR 6.05. First Delta with 2-liner/ACR. 6 sizes XS–XL.",MS,23.1,11.83,6.05,19.6,9.33,4.44,5.0,75,95,,,,,EN,C,,,
ozone,Delta 4,2020,2025,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner. 66 cells, AR 6.05. First Delta with 2-liner/ACR. 6 sizes XS–XL.",ML,24.4,12.16,6.05,20.7,9.59,4.44,5.3,85,105,,,,,EN,C,,,
ozone,Delta 4,2020,2025,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner. 66 cells, AR 6.05. First Delta with 2-liner/ACR. 6 sizes XS–XL.",L,25.7,12.47,6.05,21.8,9.84,4.44,5.5,95,115,,,,,EN,C,,,
ozone,Delta 4,2020,2025,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner. 66 cells, AR 6.05. First Delta with 2-liner/ACR. 6 sizes XS–XL.",XL,27.6,12.92,6.05,23.4,10.19,4.44,5.8,110,130,,,,,EN,C,,,
ozone,Rush,2003,2007,paraglider,xc,false,53,Porcher Skytex 40 / Liros Dyneema sheathed,3-liner,https://flyozone.com/paragliders/products/gliders/rush,Original Ozone XC wing. DHV 1-2. 5 sizes XS–XL.,XS,21.5,10.37,5.0,18.0,8.27,3.8,5.1,55,75,,,,,EN,B,,,
ozone,Rush,2003,2007,paraglider,xc,false,53,Porcher Skytex 40 / Liros Dyneema sheathed,3-liner,https://flyozone.com/paragliders/products/gliders/rush,Original Ozone XC wing. DHV 1-2. 5 sizes XS–XL.,S,23.5,10.84,5.0,19.7,8.65,3.8,5.4,65,85,,,,,EN,B,,,
ozone,Rush,2003,2007,paraglider,xc,false,53,Porcher Skytex 40 / Liros Dyneema sheathed,3-liner,https://flyozone.com/paragliders/products/gliders/rush,Original Ozone XC wing. DHV 1-2. 5 sizes XS–XL.,M,25.6,11.31,5.0,21.5,9.04,3.8,5.75,75,100,,,,,EN,B,,,
ozone,Rush,2003,2007,paraglider,xc,false,53,Porcher Skytex 40 / Liros Dyneema sheathed,3-liner,https://flyozone.com/paragliders/products/gliders/rush,Original Ozone XC wing. DHV 1-2. 5 sizes XS–XL.,L,28.0,11.83,5.0,23.5,9.45,3.8,6.1,90,115,,,,,EN,B,,,
ozone,Rush,2003,2007,paraglider,xc,false,53,Porcher Skytex 40 / Liros Dyneema sheathed,3-liner,https://flyozone.com/paragliders/products/gliders/rush,Original Ozone XC wing. DHV 1-2. 5 sizes XS–XL.,XL,30.5,12.35,5.0,25.6,9.86,3.8,6.5,105,130,,,,,EN,B,,,
ozone,Rush 2,2007,2009,paraglider,xc,false,55,Porcher Skytex 40 / Liros Dyneema sheathed,3-liner,https://flyozone.com/paragliders/products/gliders/rush-2,Improved EN-B XC. 55 cells. 5 sizes XS–XL.,XS,21.0,10.55,5.3,17.7,8.41,4.0,4.9,55,75,,,,,EN,B,,,
ozone,Rush 2,2007,2009,paraglider,xc,false,55,Porcher Skytex 40 / Liros Dyneema sheathed,3-liner,https://flyozone.com/paragliders/products/gliders/rush-2,Improved EN-B XC. 55 cells. 5 sizes XS–XL.,S,23.0,11.04,5.3,19.4,8.81,4.0,5.2,65,85,,,,,EN,B,,,
ozone,Rush 2,2007,2009,paraglider,xc,false,55,Porcher Skytex 40 / Liros Dyneema sheathed,3-liner,https://flyozone.com/paragliders/products/gliders/rush-2,Improved EN-B XC. 55 cells. 5 sizes XS–XL.,M,25.0,11.51,5.3,21.0,9.17,4.0,5.55,75,100,,,,,EN,B,,,
ozone,Rush 2,2007,2009,paraglider,xc,false,55,Porcher Skytex 40 / Liros Dyneema sheathed,3-liner,https://flyozone.com/paragliders/products/gliders/rush-2,Improved EN-B XC. 55 cells. 5 sizes XS–XL.,L,27.5,12.07,5.3,23.2,9.63,4.0,5.95,90,115,,,,,EN,B,,,
ozone,Rush 2,2007,2009,paraglider,xc,false,55,Porcher Skytex 40 / Liros Dyneema sheathed,3-liner,https://flyozone.com/paragliders/products/gliders/rush-2,Improved EN-B XC. 55 cells. 5 sizes XS–XL.,XL,30.0,12.61,5.3,25.3,10.06,4.0,6.35,105,130,,,,,EN,B,,,
